% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
"55,2","16,98","3357,42","500,488","399,609","101,927","163,721","250,049","257,959","248,95","295,096","306,4","250,269","246,973","456,445","418,57",457,"482,42","476,43","444,13","466,24","67,06","1,11"
"55,2","16,98","3357,42","503,976","398,354","101,912","163,859","249,944","255,657","248,427","295,096","306,4","250,059","249,693","452,87","419,651","450,319","481,677","479,311","432,659","453,102","67,06","1,11"
"55,2","16,98","3356,45","508,969","399,887","101,896","163,997","249,621","252,605","249,101","295,096","306,4","249,933","250,5","443,248","423,256","449,104","478,269","478,828","434,899","442,567","67,06","1,11"
"55,2","16,98","3354,49","511,707","403,404","101,881","164,134","249,599","250,488","250,598","295,096","306,4","249,944","248,699","440,025","426,478","447,187","457,719","475,032","473,81","462,687","67,06","1,11"
"55,2","16,98","3342,77","509,258","405,237","101,866","164,272","249,626","247,412","250,818","295,096","306,4","250,037","251,784","444,144","420,633","439,366","439,578","471,668","515,697","499,11","67,06","1,11"
"55,2","16,98","1666,02","512,39","401,221","10,185","16,441","249,176","248,73","250,708","295,096","306,4","250,269","252,466","446,686","420,56","444,59","444,73","463,48","503,775","490,515","67,06","1,11"
"55,2","16,98","1600,1","517,404","401,646","101,835","164,547","249,159","252,842","250,907","295,096","306,4","250,164","249,128","451,774","431,683","449,111","436,164","446,236","464,157","449,158","67,06","1,11"
"55,2","16,98","1534,18","519,196","404,18","10,182","164,685","249,489","254,026","251,268","295,096","306,4","250,148","248,917","450,715","454,481","449,309","420,023","420,164","446,958","427,998","67,06","1,11"
"55,2","16,98","1468,26","523,529","403,77","101,805","164,823","249,51","251,609","251,049","295,096","306,4","250,071","249,994","448,312","463,149","450,499","418,555","400,229","429,09","415,196","67,06","1,11"
"55,2","16,98","1402,34","526,794","406,011","101,789","16,496","249,39","252,114","250,928","295,096","306,4","250,027","249,39","445,91","444,291","458,858","425,272","389,296","429,005","413,901","67,06","1,11"
"55,2","16,98","3022,46","528,442","401,528","101,774","165,098","249,489","254,103","250,038","295,096","306,4","250,17","250,28","441,08","459,642","461,935","436,134","380,729","437,298","414,289","67,06","1,11"
"55,2","16,98","3225,59","520,874","402,158","101,759","165,236","249,609","249,335","248,752","295,096","306,4","250,148","250,28","451,465","495,719","460,991","449,96","382,376","439,93","409,681","67,06","1,11"
"55,2","16,98","3187,5","522,034","402,466","101,743","165,373","250,005","250,071","248,511","295,096","306,4","250,367","248,752","463,502","514,69","459,452","457,401","397,141","452,95","411,366","67,06","1,11"
"55,2","16,98","3180,66","523,438","404,956","101,728","165,511","249,994","252,29","248,511","295,096","306,4","250,291","249,598","466,655","515,03","454,678","454,237","409,647","457,066","420,856","67,06","1,11"
"55,2","16,98","3219,73","522,98","407,139","101,713","165,649","249,587","251,071","248,412","295,096","306,4","250,049","250,236","455,219","483,595","449,904","456,074","430,795","453,174","437,326","67,06","1,11"
"55,2","16,98","3245,12","527,618","405,542","101,698","165,787","249,73","250,258","249,873","295,096","306,4","250,049","248,796","447,762","433,186","447,232","467,54","458,276","460,258","457,848","67,06","1,11"
"55,2","16,98","3249,02","529,602","402,129","101,682","165,924","250,4","249,521","251,708","295,096","306,4","249,851","250,84","451,991","397,133","445,021","480,781","475,488","469,274","471,088","67,06","1,11"
"55,2","16,98","3252,93","534,637","398,423","101,667","166,031","251,071","250,038","251,389","295,096","306,4","249,51","252,048","455,269","390,451","439,195","486,466","494,961","459,446","486,317","67,06","1,11"
"55,2","16,98","3233,4","533,386","404,81","101,652","1,661","250,609","250,389","251,543","295,096","306,4","249,587","250,082","458,372","415,687","444,887","471,639","503,443","465,298","502,236","67,06","1,11"
"55,2","16,98","3215,82","528,168","406,23","101,636","166,169","250,192","253,619","250,444","295,096","306,4","249,532","249,346","447,662","418,463","443,375","442,186","496,888","488,93","518,015","67,06","1,11"
"55,2","16,98","3246,09","530,823","406,216","101,621","166,238","250,126","250,719","248,511","295,096","306,4","249,071","249,983","440,53","423,673","444,563","431,406","481,794","489,406","513,383","67,06","1,11"
"55,2","16,98","3262,7","531,738","407,886","101,606","166,307","250,488","248,104","248,313","295,096","306,4","248,95","250,554","443,358","439,955","444,185","430,992","465,932","458,298","474,375","67,06","1,11"
"55,2","16,98","3221,35","531,494","401,455","10,159","166,376","250,587","249,994","248,269","295,096","306,4","249,346","249,785","436,476","453,297","444,104","426,287","455,524","439,734","438,401","67,06","1,11"
"55,2","16,98","3163,57","525,146","402,334","101,571","166,445","251,104","252,444","249,697","295,096","306,4","250,225","250,214","440,33","455,48","451,39","429,041","437,953","437,858","416,771","67,06","1,11"
"55,2","16,98","3144,63","519,592","400,371","101,547","166,514","251,488","250,466","251,84","295,096","306,4","250,016","249,961","455,594","444,944","449,391","437,148","420,274","435,198","400,577","67,06","1,11"
"55,2","16,98","3146,39","536,652","396,401","101,523","166,583","251,169","249,225","252,092","295,096","306,4","249,368","251,565","454,719","436,728","449,878","437,852","405,178","442,506","395,005","67,06","1,11"
"55,2","16,98","3136,72","551,758","397,852","101,499","166,652","250,928","247,412","251,367","295,096","306,4","249,609","249,39","448,938","427,07",457,"433,98","398,21","448,05","395,61","67,06","1,11"
"55,2","16,98","3074,32","546,539","397,72","101,475","166,721","250,928","248,302","250,972","295,096","306,4","250,302","250,082","450,965","448,224","452,388","442,418","399,452","447,798","396,852","67,06","1,11"
"55,2","16,98","2968,16","536,591","399,932","101,451","16,679","251,224","249,785","249,895","295,096","306,4","251,049","251,027","451,19","487,589","449,905","449,566","404,192","445,474","400,354","67,06","1,11"
"55,2","16,98","2928,13","535,248","404,941","101,427","166,859","251,29","249,972","249,17","295,096","306,4","250,433","250,356","443,257","493,651","454,003","451,852","415,316","450,57","410,232","67,06","1,11"
"55,2","16,98","2935,25","539,764","404,619","101,403","166,928","251,323","247,236","249,071","295,096","306,4","249,829","249,785","440,53","487,508","458,184","460,603","431,786","460,566","430,014","67,06","1,11"
"55,2","16,98","3030,08","538,849","400,811","101,379","166,997","251,609","247,599","248,95","295,096","306,4","249,631","251,356","450,114","487,195","461,477","463,689","443,655","464,766","450,759","67,06","1,11"
"55,2","16,98","3221,19","537,872","397,852","101,355","167,066","250,873","250,302","248,654","295,096","306,4","249,192","250,51","454,644","482,008","455,331","455,252","460,315","460,454","462,65","67,06","1,11"
"55,2","16,98","3392,87","540,649","394,893","101,331","167,134","250,763","248,829","249,181","295,096","306,4","249,445","248,049","443,658","468,107","456,785","446,797","478,712","454,826","478,343","67,06","1,11"
"55,2","16,98","3483,3","545,288","395,874","101,307","167,203","250,873","249,642","250,565","295,096","306,4","249,554","250,763","436,301","444,009","459,02","464,96","492,233","462,386","491,341","67,06","1,11"
"55,2","16,98","3526,95","544,922","398,394","101,283","167,272","250,763","251,774","250,928","295,096","306,4","249,247","251,213","447,637","437,237","446,501","481,387","501,953","460,566","480,363","67,06","1,11"
"55,2","16,98","3528,13","543,671","398,379","101,259","167,341","251,466","251,664","250,928","295,096","306,4","250,203","249,851","449,689","429,478","446,826","470,078","490,108","452,054","477,107","67,06","1,11"
"55,2","16,98","3469,04","545,959","396,46","101,234","16,741","251,587","249,906","250,928","295,096","306,4","250,334","250,444","449,764","440,216","451,685","451,249","483,419","456,114","494,185","67,06","1,11"
"55,2","16,98","3394,04","546,997","397,793","10,121","167,479","251,686","248,785","251,224","295,096","306,4","248,423","248,511","456,57","452,703","449,283","445,564","487,22","464,962","497,463","67,06","1,11"
"55,2","16,98","3319,34","543,854","399,492","101,186","167,548","251,609","249,148","251,191","295,096","306,4","248,06","250,192","454,243","438,456","446,934","443,516","481,958","452,642","473,35","67,06","1,11"
"55,2","16,98","3270,41","536,194","399,99","101,162","167,617","251,169","251,312","250,016","295,096","306,4","248,302","250,763","459,824","429,846","446,017","443,73","468,111","435,053","445,323","67,06","1,11"
"55,2","16,98",3250,"540,924","398,496","101,138","167,686","251,125","249,521","248,873","295,096","306,4","247,368","248,95","461,025","431,46","450,578","444,861","459,191","430,629","431,338","67,06","1,11"
"55,2","16,98","3255,27","544,525","395,215","101,114","167,755","251,169","249,851","248,906","295,096","306,4","250,027","250,236","452,942","425,599","451,686","430,702","450,733","442,842","431,805","67,06","1,11"
"55,2","16,98","3257,32","549,347","391,729","10,109","167,824","251,323","250,444","250,28","295,096","306,4","251,005","249,928","453,292","439,647","448,661","423,668","435,914","466,082","442,424","67,06","1,11"
"55,2","16,98","3245,8","549,072","392,856","101,066","167,893","251,312","246,138","251,367","295,096","306,4","249,247","250,104","455,044","442,844","447,529","440,838","425,59","464,066","440,772","67,06","1,11"
"55,2","16,98","3251,46","545,868","394,365","101,042","167,962","251,202","248,082","251,367","295,096","306,4","249,51","252,334","452,041","448,819","452,064","448,518","421,461","433,43","423,779","67,06","1,11"
"55,2","16,98","3298,34","545,502","394,834","101,018","168,015","251,411","253,707","251,367","295,096","306,4","249,291","249,093","456,445","456,751","449,018","440,276","420,139","426,148","428,882","67,06","1,11"
"55,2","16,98","3321,88","543,274","395,405","100,994","16,805","251,224","253,641","250,082","295,096","306,4","249,368","246,511","454,644","457,064","451,956","441,271","425,426","453,202","440,69","67,06","1,11"
"55,2","16,98","3304,69","543,427","397,69","10,097","168,084","251,488","251,927","248,412","295,096","306,4","250,005","248,533","445,46","449,02","456,757","464,239","427,707","467,426","446,731","67,06","1,11"
"55,2","16,98","3304,69","544,434","401,074","100,946","168,119","251,367","249,39","248,291","295,096","306,4","250,488","250,708","436,926",435,"456,46","477,34","433,46","463,73","451,89","67,06","1,11"
"55,2","16,98","3302,93","542,511","400,942","100,929","168,153","251,565","248,796","248,291","295,096","306,4","249,796","252,092","435,35","446,214","458,161","468,551","438,914","455,666","449,654","67,06","1,11"
"55,2","16,98","3297,27","541,809","400,781","100,922","168,188","251,609","248,467","248,39","295,096","306,4","249,84","252,993","434,999","455,587","459,754","455,524","451,281","454,378","453,625","67,06","1,11"
"55,2","16,98","3293,85","547,119","402,1","100,915","168,222","251,565","249,049","248,511","295,096","306,4","250,928","249,554","449,088","444,174","457,702","448,865","462,957","462,33","465,047","67,06","1,11"
"55,2","16,98","3330,96","548,401","405,293","100,908","168,256","251,213","247,192","249,5","295,096","306,4","249,84","248,511","462,151","440,012","460,533","452,578","464,003","456,226","473,711","67,06","1,11"
"55,2","16,98","3390,82","546,417","403,931","100,901","168,291","251,082","248,533","250,807","295,096","306,4","249,203","252,411","458,372","437,688","464,474","468,34","456,018","444,718","471,285","67,06","1,11"
"55,2","16,98","3407,52","546,173","401,089","100,894","168,325","251,411","253,916","250,928","295,096","306,4","248,467","252,147","446,31","441,371","458,998","464,628","453,785","441,218","452,828","67,06","1,11"
"55,2","16,98","3413,96","545,471","404,78","100,887","16,836","251,125","250,532","251,125","295,096","306,4","248,511","248,423","433,698","475,528","455,569","453,008","458,359","452,642","441,268","67,06","1,11"
"55,2","16,98","3427,54","546,936","407,256","10,088","168,394","251,565","246,896","251,169","295,096","306,4","250,038","249,346","443,558","506,255","452,09","451,663","459,493","459,334","442,977","67,06","1,11"
"55,2","16,98","3426,17","548,737","404,824","100,873","168,429","251,213","249,346","250,73","295,096","306,4","249,445","250,17","449,188","510,67","451,362","449,142","448,501","459,222","456,852","67,06","1,11"
"55,2","16,98","3428,03","550,659","403,169","100,866","168,463","251,082","251,213","250,785","295,096","306,4","249,258","249,708","446,11","500,306","453,359","453,164","444,589","444,858","466,51","67,06","1,11"
"55,2","16,98","3438,18","550,964","403,638","100,859","168,497","251,51","249,741","250,752","295,096","306,4","250,17","249,774","448,838","487,112","444,293","459,491","455,141","425,393","458,759","67,06","1,11"
"55,2","16,98","3445,8","552,455","401,325","100,852","168,532","251,147","245,968","249,786","295,096","306,4","251,995","249,766","444,434","450,293","434,72","458,313","460,927","434,284","458,669","67,06","1,11"
"55,2","16,98","3459,08","550,537","400,137","100,845","168,566","251,06","244,775","248,714","295,096","306,4","250,4","253,345","441,631","414,95","433,148","458,826","462,654","466,642","471,756","67,06","1,11"
"55,2","16,98","3480,18","551,88","400,078","100,838","168,601","251,016","244,819","248,071","295,096","306,4","248,511","251,016","437,627","428,546","442,322","469,062","471,358","484,45","481,354","67,06","1,11"
"55,2","16,98","3490,63","557,129","397,09","100,831","168,635","250,972","250,928","248,774","295,096","306,4","249,873","248,687","440,73","437,604","449,77","459,764","476,98","483,33","485,104","67,06","1,11"
"55,2","16,98","3484,57","554,199","397,617","100,824","16,867","250,796","250,796","250,269","295,096","306,4","251,235","248,335","446,135","434,656","451,816","433,672","476,316","479,41","491,946","67,06","1,11"
"55,2","16,98","3471,88","550,415","401,602","100,816","168,704","251,104","248,599","250,928","295,096","306,4","249,346","249,521","452,742","429,108","451,816","427,732","470,256","479,41","501,548","67,06","1,11"
"55,2","16,98","3452,83","555,664","403,535","100,809","168,738","251,367","254,751","250,928","295,096","306,4","248,599","251,016","458,547","434,546","458,94","445,78","454,948","464,066","476,938","67,06","1,11"
"55,2","16,98","3444,43","557,739","405,059","100,802","168,773","251,367","250,269","250,928","295,096","306,4","247,061","248,862","450,439","438,848","460,234","449,612","438,092","429,454","422,208","67,06","1,11"
"55,2","16,98","3438,96","554,077","405,41","100,795","168,807","251,016","248,511","250,664","295,096","306,4","248,335","250,796","449,038","454,258","452,896","439,374","424,212","430,124","403,338","67,06","1,11"
"55,2","16,98","3440,63","552,49","403,359","100,788","168,842","250,576","251,719","249,917","295,096","306,4","248,423","250,356","452,642","468,986","456,244","434,998","414,41","451,858","403,666","67,06","1,11"
"55,2","16,98","3459,77","558,105","397,207","100,781","168,876","250,356","252,466","249,39","295,096","306,4","248,95","246,533","444,534","453,918","451,388","442,032","417,934","466,194","410,506","67,06","1,11"
"55,2","16,98","3472,66","567,627","391,406","100,774","168,911","249,829","253,784","249,39","295,096","306,4","248,95","246,533","449,939","459,36","444,59","447,66","425,2","461,49","408,85","67,06","1,11"
"55,2","16,98","3478,81","562,012","394,57","100,767","168,945","250,005","253,169","249,39","295,096","306,4","248,862","246,709","452,141","456,412","443,726","450,784","426,304","456,786","409,294","67,06","1,11"
"55,2","16,98","3472,1","551,636","402,832","10,076","168,979","250,269","252,07","249,39","295,096","306,4","249,258","248,379","457,246","449,498","444,158","453,282","429,5","446,146","412,608","67,06","1,11"
"55,2","16,98","3457,03","550,659","406,348","100,753","169,014","249,917","251,016","249,478","295,096","306,4","249,961","249,785","456,545","442,588","445,238","447,5","429,83","447,49","426,512","67,06","1,11"
"55,2","16,98","3462,11","560,669","401,602","100,746","169,048","249,39","251,147","249,521","295,096","306,4","249,917","250,664","441,03","441,454","445,346","446,406","434,568","465,858","453,326","67,06","1,11"
"55,2","16,98","3457,03","566,65","400,43","100,739","169,083","249,565","251,367","249,478","295,096","306,4","250,049","251,367","439,229","455,274","448,262","451,326","445,25","472,914","468,332","67,06","1,11"
"55,2","16,98","3448,83","558,472","402,012","100,732","169,117","249,565","250,928","249,609","295,096","306,4","249,961","248,687","456,545","483,258","449,446","453,826","443,93","458,13","459,174","67,06","1,11"
"55,2","16,98","3437,5","557,373","399,082","10,073","169,152","249,434","251,323","249,521","295,096","306,4","249,829","250,137","453,442","501,838","453,76","455,47","442,606","441,778","454,318","67,06","1,11"
"55,2","16,98","3422,66","563,354","398,906","100,737","169,186","249,653","248,115","249,565","295,096","306,4","249,829","251,016","453,242","491,188","451,496","455,938","442,604","437,522","456,856","67,06","1,11"
"55,2","16,98","3416,41","568,237","399,668","100,744","169,221","248,862","250,972","249,653","295,096","306,4","249,829","249,565","447,437","483,826","445,67","461,172","448,224","448,162","456,084","67,06","1,11"
"55,2","16,98","3405,47","563,843","396,563","100,752","169,255","248,423","252,422","250,356","295,096","306,4","249,917","247,983","441,331","488,698","444,806","473,906","465,19","454,098","454,982","67,06","1,11"
"55,2","16,98","3375,39","566,406","395,625","100,759","16,929","248,95","250,884","251,807","295,096","306,4","250,049","250,928","432,021","490,962","444,59","480,31","481,826","453,986","447,368","67,06","1,11"
"55,2","16,98","3341,8","568,481","394,453","100,766","169,324","248,774","251,279","251,807","295,096","306,4","250,137","251,895","444,434","452,446","444,914","476,716","481,714","456,338","452,222","67,06","1,11"
"55,2","16,98","3319,14","558,716","390,82","100,773","169,359","248,862","253,828","251,807","295,096","306,4","249,917","248,335","460,449","335,652","444,914","471,638","491,294","471,01","481,904","67,06","1,11"
"55,2","16,98","3281,64","553,711","396,328","10,078","169,393","249,302","251,147","251,631","295,096","306,4","249,214","249,39","442,632","308,694","451,066","459,294","493,386","483,89","504,968","67,06","1,11"
"55,2","16,98","3263,28","557,373","396,738","100,787","169,428","249,258","247,192","250,049","295,096","306,4","249,39","252,466","435,325","441,686","460,236","439,918","480,058","497,33","517,878","67,06","1,11"
"55,2","16,98","3287,89","558,228","395,098","100,794","169,462","249,126","246,885","248,247","295,096","306,4","250,137","249,39","445,034","431,378","463,474","413,356","453,514","493,746","508,278","67,06","1,11"
"55,2","16,98","3308,98","555,42","399,961","100,801","169,497","248,73","249,653","248,423","295,096","306,4","250,093","247,192","451,44","427,296","456,676","405,468","424,324","460,034","456,414","67,06","1,11"
"55,2","16,98","3337,11","557,617","399,434","100,808","169,531","248,906","250,4","248,203","295,096","306,4","249,829","250,049","448,938","444,174","454,192","399,064","401,188","436,626","418,014","67,06","1,11"
"55,2","16,98","3345,31","560,547","392,988","100,815","169,566","249,082","250,928","249,39","295,096","306,4","249,829","251,938","451,841","457,202","450,524","390,544","376,184","430,35","396,054","67,06","1,11"
"55,2","16,98","3344,92","554,199","391,992","100,822","1,696","248,599","249,961","251,455","295,096","306,4","249,829","248,687","446,135","465,924","447,286","409,762","358,01","432,588","383,584","67,06","1,11"
"55,2","16,98","3351,95","559,326","394,922","100,829","169,634","248,511","251,851","251,675","295,096","306,4","249,829","247,5","452,942","493,68","447,824","432,966","365,058","438,418","371,004","67,06","1,11"
"55,2","16,98","3378,13","563,477","392,285","100,836","169,669","249,082","253,872","251,631","295,096","306,4","249,917","249,873","460,449","513,278","441,782","458,358","383,562","443,346","369,46","67,06","1,11"
"55,2","16,98","3399,61","561,523","389,883","100,843","169,703","248,95","250,093","250,576","295,096","306,4","249,961","250,313","454,243","507,048","445,666","475,002","402,952","451,522","388,328","67,06","1,11"
"55,2","16,98","3364,45","552,246","391,055","10,085","169,738","248,335","250,444","249,39","295,096","306,4","249,917","248,906","440,129","490,618","451,6","491,954","428,51","462,274","411,502","67,06","1,11"
"55,2","16,98","3339,84","549,316","392,285","100,857","169,772","247,412","249,39","249,39","295,096","306,4","250,049","251,147","432,922","489,94","453,22","501,56","449,99","474,37","425,41","67,06","1,11"
"55,2","16,98","3342,19","556,885","394,043","100,864","169,807","248,203","247,28","249,39","295,096","306,4","250,137","250,269","439,329","476,8","451,28","494,372","460,342","475,042","439,974","67,06","1,11"
"55,2","16,98","3354,3","567,505","397,734","100,872","169,841","249,214","248,335","249,39","295,096","306,4","250,181","248,774","449,939","439,19","451,39","481,874","480,718","467,09","472,192","67,06","1,11"
"55,2","16,98","3367,19","561,768","399,082","100,879","169,876","248,95","253,169","249,39","295,096","306,4","250,049","249,653","456,646","431,148","453,548","471,488","492,618","459,026","496,802","67,06","1,11"
"55,2","16,98",3375,"560,913","401,66","100,886","16,991","248,774","250,752","249,478","295,096","306,4","250,049","250,049","455,044","459,36","451,714","459,926","498,456","468,658","515,456","67,06","1,11"
"55,2","16,98","3392,19","565,918","403,594","100,893","169,945","248,599","248,73","249,521","295,096","306,4","249,961","248,247","440,93","443,272","450,2","460,784","499,004","465,858","521,522","67,06","1,11"
"55,2","16,98","3404,3","560,913","404,121","10,09","169,979","248,994","248,994","249,302","295,096","306,4","249,741","249,653","446,736","426,616","443,402","461,876","503,414","450,962","505,296","67,06","1,11"
"55,2","16,98","3387,5","566,895","405,645","100,907","170,014","249,39","252,729","249,17","295,096","306,4","249,785","250,928","451,24","430,126","441,782","454,454","501,102","440,658","479,364","67,06","1,11"
"55,2","16,98","3333,98","566,04","398,555","100,914","170,048","249,126","251,895","249,697","295,096","306,4","250,4","250,093","444,934","427,406","447,286","435,782","494,27","445,586","467,118","67,06","1,11"
"55,2","16,98","3297,66","560,303","400,723","100,921","170,083","248,994","251,323","250,752","295,096","306,4","250,664","250,005","441,731","442,7","460,236","427,344","490,526","457,794","456,638","67,06","1,11"
"55,2","16,98","3272,27","565,302","402,706","100,928","170,117","249,39","249,766","250,896","295,096","306,4","250,269","250,938","436,736","437,345","465,913","431,306","474,3","459,703","441,039","67,06","1,11"
"55,2","16,98","3237,5","563,019","400,767","100,931","170,151","249,236","247,797","250,796","295,096","306,4","250,269","250,642","445,009","435,962","464,986","437,224","449,602","440,178","422,949","67,06","1,11"
"55,2","16,98","3212,5","567,291","400,298","100,925","170,186","248,719","247,269","251,29","295,096","306,4","250,269","248,225","456,746","477,819","459,079","442,495","435,56","422,168","423,723","67,06","1,11"
"55,2","16,98","3213,28","567,291","399,155","100,919","17,022","248,522","250,499","251,224","295,096","306,4","250,345","249,51","448,763","508,799","451,388","438,336","421,017","428,191","434,262","67,06","1,11"
"55,2","16,98","3234,77","561,279","398,936","100,913","170,255","248,95","250,543","250,829","295,096","306,4","250,334","250,521","449,839","490,788","443,726","447,069","415,675","452,39","441,159","67,06","1,11"
"55,2","16,98","3269,14","563,751","401,382","100,907","170,289","248,95","250,214","249,752","295,096","306,4","250,126","248,873","452,441","456,917","442,862","458,223","420,247","461,098","438,262","67,06","1,11"
"55,2","16,98","3335,55","564,453","398,657","100,901","170,324","249,104","251,389","249,532","295,096","306,4","250,345","249,115","451,04","425,229","441,674","480,919","438,396","460,762","439,664","67,06","1,11"
"55,2","16,98","3389,06","560,089","404,736","100,895","170,358","249,39","251,093","249,39","295,096","306,4","250,642","250,983","445,985","420,305","439,548","491,855","464,97","460,314","446,508","67,06","1,11"
"55,2","16,98","3408,2","570,648","410,874","100,889","170,392","249,159","249,258","249,313","295,096","306,4","250,774","251,433","448,087","435,879","427,813","482,224","473,535","468,91","462,898","67,06","1,11"
"55,2","16,98","3414,06","566,437","402,129","100,883","170,427","248,961","249,06","249,247","295,096","306,4","250,104","248,522","457,646","453,433","434,796","455,723","468,934","483,442","497,823","67,06","1,11"
"55,2","16,98","3405,47","572,357","397,148","100,878","170,461","249,082","245,709","249,313","295,096","306,4","249,39","249,796","451,215","434,349","440,54","431,172","470,37","475,406","516,803","67,06","1,11"
"55,2","16,98","3378,52","566,406","399,873","100,872","170,496","248,434","244,061","249,554","295,096","306,4","249,697","251,06","446,31","438,967","451,036","433,75","466,706","469,806","493,602","67,06","1,11"
"55,2","16,98","3358,91","568,97","404,502","100,866","17,053","248,752","249,862","250,961","295,096","306,4","251,191","249,719","446,686","453,491","462,88","432,719","462,598","446,09","463,722","67,06","1,11"
"55,2","16,98","3365,65","573,517","399,023","10,086","170,565","249,379","253,312","252,092","295,096","306,4","250,829","249,06","456,445","440,432","456,625","432,736","464,334","445,95","432,906","66,97","1,27"
"55,2","16,98","3376,77","573,547","398,599","100,854","170,599","248,873","251,257","251,268","295,096","306,4","248,049","250,565","452,416","439,473","450,608","444,901","453,238","466,166","424,3","66,97","1,27"
"55,2","16,98","3382,81","574,341","404,883","100,848","170,633","248,73","249,829","250,269","295,096","306,4","250,049","250,708","444,934","481,45","453,76","454,3","443,93","466,53","424,3","66,97","1,27"
"55,2","16,98","3384,86","575,623","401,602","100,842","170,668","248,577","248,368","249,961","295,096","306,4","249,895","249,939","441,08","491,163","455,839","450,607","435,642","457,514","422,757","66,97","1,27"
"55,2","16,98","3393,46","576,08","399,302","100,836","170,702","248,676","248,423","249,236","295,096","306,4","249,686","249,126","434,974","504,444","458,377","444,023","427,768","444,886","421,822","66,97","1,27"
"55,2","16,98","3398,93","578,491","404,912","10,083","170,737","249,159","251,642","249,027","295,096","306,4","249,983","251,345","437,277","470,035","453,467","451,229","443,078","457,822","432,553","66,97","1,27"
"55,2","16,98","3391,21","584,9","401,016","100,824","170,771","248,807","248,379","248,939","295,096","306,4","250,269","251,576","444,584","422,54","448,154","464,353","447,508","461,574","440,993","66,97","1,27"
"55,2","16,98","3383,2","573,181","398,013","100,819","170,806","249,027","247,335","248,511","295,096","306,4","250,269","248,829","456,771","434,038","448,258","466,443","454,947","452,25","439,947","66,97","1,27"
"55,2","16,98","3430,47","569,336","395,347","100,813","17,084","249,324","245,413","249,203","295,096","306,4","250,192","251,213","453,818","445,279","452,194","464,414","462,11","463,338","462,182","66,97","1,27"
"55,2","16,98","3611,62","573,578","394,717","100,807","170,874","249,379","249,796","250,796","295,096","306,4","249,895","251,554","452,967","430,07","448,637","453,298","465,771","479,718","480,031","66,97","1,27"
"55,2","16,98","3747,27","575,134","400,811","100,801","170,909","248,95","253,378","251,675","295,096","306,4","249,763","249,565","449,939","437,691","439,44","448,476","470,642","476,414","484,498","66,97","1,27"
"55,2","16,98","3649,9","576,05","401,147","100,795","170,943","249,027","250,884","252,323","295,096","306,4","250,126","251,642","439,529","442,901","440,945","445,234","461,855","453,846","473,684","66,97","1,27"
"55,2","16,98","3450,49","577,087","396,167","100,789","170,978","248,862","248,401","251,697","295,096","306,4","250,345","248,456","456,445","442,818","439,757","422,439","445,25","439,258","456,55","66,97","1,27"
"55,2","16,98","3396,39","575,043","403,14","100,783","171,012","248,522","249,049","249,807","295,096","306,4","250,411","250,554","457,496","432,426","442,511","425,271","428,121","442,646","442,98","66,97","1,27"
"55,2","16,98","3402,15","579,041","401,66","100,777","171,046","249,027","251,675","248,796","295,096","306,4","249,884","251,202","454,368","444,712","446,993","442,674","416,778","451,858","429,516","66,97","1,27"
"55,2","16,98","3426,76","579,193","400,415","100,771","171,081","249,324","248,698","248,511","295,096","306,4","249,247","248,555","450,189","462,949","451,715","437,012","406,477","452,026","414,371","66,97","1,27"
"55,2","16,98","3436,04","577,362","403,433","100,766","171,115","249,532","248,566","248,357","295,096","306,4","249,543","249,5","458,723","455,389","458,752","441,15","400,09","440,85","417,68","66,97","1,27"
"55,2","16,98","3424,9","577,667","399,99","100,766","17,115","249,543","253,015","249,225","295,096","306,4","249,752","248,456","456,62","447,401","461,178","444,02","401,327","434,659","411,476","66,97","1,27"
"55,2","16,98","3418,07","579,163","398,994","100,778","171,184","249,829","256,608","251,367","295,096","306,4","249,609","249,554","451,516","457,939","451,388","443,689","408,681","450,01","416,745","66,97","1,27"
"55,2","16,98","3424,61","577,637","400,005","100,789","171,219","250,137","253,477","251,213","295,096","306,4","250,378","252,114","439,854","453,861","446,18","454,979","424,736","463,086","425,132","66,97","1,27"
"55,2","16,98","3435,84","580,933","400,21","100,801","171,253","250,708","249,203","251,082","295,096","306,4","251,653","254,85","439,904","467,592","450,254","460,508","435,478","463,758","431,422","66,97","1,27"
"55,2","16,98","3470,51","584,32","394,395","100,813","171,287","250,4","248,247","251,367","295,096","306,4","251,213","253,411","453,492","499,626","452,228","456,929","449,44","464,43","443,972","66,97","1,27"
"55,2","16,98","3529,39","584,717","399,858","100,825","171,322","249,983","251,62","250,367","295,096","306,4","251,158","252,356","461,625","502,459","456,922","441,227","451,754","470,114","469,934","66,97","1,27"
"55,2","16,98","3608,5","584,076","401,968","100,836","171,356","250,653","253,762","248,511","295,096","306,4","251,818","249,39","445,259","480,823","446,561","431,992","461,062","456,422","492,363","66,97","1,27"
